customer_id,customer_name,country,state,city,industry,account_status,tax_id,email,phone,created_date,last_updated_date,owner_id
1697,Johnson PLC,United States,Illinois,Andersonside,Software,Active,TAX669928,vparker@lopez-velasquez.net,+1-786-317-3277x6063,2024-11-18,2024-12-31,70
1698,"Allen, Grant and Heath",India,Arkansas,Wardfort,Semiconductors,Active,TAX671098,charles69@king.biz,001-933-975-6184x535,2022-08-31,2022-10-22,66
1699,Klein-Small,Japan,Mississippi,Lake Chelsea,Healthcare,Active,TAX101269,william61@dudley.com,644.689.2396x042,2022-04-05,2022-04-17,30
1700,Smith-Bell,United States,Missouri,Bowmanberg,Software,Inactive,TAX787199,andersenlisa@williamson.net,+1-416-610-3763,2022-08-11,2022-12-04,50
1701,Walker PLC,United States,Washington,West Jasonview,Retail,Active,TAX615711,garrettsamuel@pace.com,908-561-9970,2021-12-14,2022-02-08,29
1702,"Gibbs, Gregory and Young",India,South Carolina,Antoniofort,Finance,Inactive,TAX179995,brianna25@jones.com,255.957.4863x281,2024-06-14,2024-12-01,16
1703,"Goodman, Smith and Peterson",India,Arkansas,Vickifort,Semiconductors,Active,TAX733870,alexandragarrett@wilson-armstrong.com,001-406-661-6153x17660,2021-11-06,2022-02-05,55
1704,Steele-Bennett,United States,New Jersey,New Christopherborough,Manufacturing,Active,TAX812437,katherinekemp@delacruz-hester.com,255.746.0683x426,2023-05-21,2023-08-05,39
1705,Young PLC,United States,Ohio,Port Crystal,Finance,Inactive,TAX208970,ychapman@williams.com,975.688.0414x03634,2022-07-10,2023-03-22,48
1706,Garcia-Pham,Canada,Missouri,New Nicholemouth,Retail,Active,TAX927175,clineeric@english.com,231-221-3455x7999,2021-01-05,2021-03-22,19
1707,Lopez-Morales,India,Wisconsin,Andersonbury,Healthcare,Inactive,TAX856383,jamesjason@bailey-boyer.com,815.910.4136x777,2023-09-07,2023-10-11,15
1708,"Ward, Carpenter and Steele",United States,Illinois,Lake Stephanie,Retail,Inactive,TAX251695,monica67@mcdonald.biz,455.679.1209x4540,2021-07-05,2021-12-17,17
1709,Harris-Frost,India,North Dakota,South Mary,Healthcare,Inactive,TAX434826,rpowell@young.biz,848.586.8996x9087,2023-10-10,2024-05-14,62
1710,"Durham, Hatfield and Phillips",United States,Ohio,West Breanna,Healthcare,Prospect,TAX932046,chelsea44@owens-lopez.com,725.644.5278x610,2024-07-27,2024-12-31,18
1711,Wilcox-Martin,Japan,New Mexico,Rebeccamouth,Retail,Active,TAX501798,tina93@martinez.com,282.780.3568x991,2023-05-08,2024-02-13,64
1712,"Simpson, Stevens and Macdonald",United States,New Mexico,Anthonyborough,Healthcare,Prospect,TAX662259,maryburke@galloway.info,+1-874-863-1771x862,2022-04-17,2022-10-30,11
1713,"Gonzales, Hubbard and Rose",United States,California,Wintersbury,Healthcare,Prospect,TAX705947,iclark@allen.com,001-762-649-8640x9466,2024-11-21,2024-12-31,12
1714,"Tucker, Johnson and Edwards",India,Montana,Josephbury,Semiconductors,Active,TAX991913,tammy54@anderson.info,(220)280-1289x3482,2021-02-05,2021-08-09,72
1715,"Lawrence, Carson and Kelly",United States,Missouri,Anthonystad,Software,Active,TAX162471,nwarren@george-johnson.com,+1-923-731-5240x415,2022-12-17,2023-06-19,18
1716,"Norris, Neal and Thomas",India,Nevada,Cherryland,Software,Prospect,TAX541531,timothyolsen@blevins.com,635.669.4201,2022-05-12,2022-08-27,29
1717,West-Mccarty,India,Colorado,Meltonburgh,Software,Active,TAX829578,brian64@smith.net,617-832-6523x4655,2024-12-12,2024-12-31,49
1718,"Brown, Meyers and Mcbride",Germany,Iowa,Joanchester,Retail,Inactive,TAX489739,bleonard@turner-williams.org,001-789-828-9143x53542,2021-04-21,2022-04-15,14
1719,Calderon PLC,United States,Texas,Draketown,Semiconductors,Inactive,TAX978116,gsteele@houston.net,275-713-4074x9185,2024-05-01,2024-07-20,4
1720,"Mcdowell, Dyer and Taylor",India,Kentucky,Port Michaelmouth,Software,Active,TAX356949,robert51@brown.com,+1-561-319-5973x72530,2021-06-07,2021-06-13,73
1721,Nichols-Gray,Japan,Iowa,Josephberg,Healthcare,Active,TAX902598,wattsjonathan@brown.com,795-507-8730,2022-01-09,2022-09-06,18
1722,"Johnson, Johnson and Blake",Germany,South Dakota,East Julie,Retail,Inactive,TAX593024,nicholethomas@maldonado-mack.com,001-556-528-4975x657,2023-04-23,2023-10-12,57
1723,"Sanchez, Carpenter and Roberts",Germany,California,New Evelynland,Retail,Active,TAX400699,kathleen87@morse.com,+1-895-772-8397x83018,2021-08-16,2021-11-03,8
1724,"Schneider, Vincent and Becker",Japan,Maine,Campostown,Semiconductors,Prospect,TAX887619,vmolina@moore-flores.biz,+1-770-232-7188x7587,2021-12-22,2022-09-05,21
1725,"Arnold, Johnson and Anderson",India,New York,Oliviaberg,Healthcare,Prospect,TAX576364,kinglaura@pruitt.com,001-406-248-4773,2024-02-09,2024-12-31,34
1726,Evans LLC,Canada,Wyoming,Alexanderfort,Manufacturing,Inactive,TAX843810,cynthiaandrews@stout.org,001-601-412-0367x2916,2022-04-11,2022-11-13,21
1727,Miller-Fowler,India,Montana,Batesview,Semiconductors,Prospect,TAX495900,bjones@benson-robinson.com,356.852.0831x300,2021-09-14,2021-12-31,52
1728,Reid PLC,United States,Iowa,North Mark,Software,Inactive,TAX292616,brownstephanie@jones-rodgers.biz,001-843-908-6042x831,2024-02-20,2024-12-25,10
1729,Lewis LLC,Japan,Missouri,Valeriefort,Healthcare,Inactive,TAX428403,johnsonbrandon@brown-gibson.com,978.489.2141x8100,2024-08-29,2024-12-31,52
1730,"Johnson, Guerrero and Ruiz",Japan,Ohio,Lake Danielville,Software,Active,TAX942362,wbrown@nelson-little.biz,001-758-657-5790x3367,2023-01-31,2023-12-28,55
1731,Huynh-Rowland,India,Alaska,Lake Makayla,Semiconductors,Active,TAX181588,imoreno@castaneda.com,+1-604-453-3430,2023-01-13,2023-11-17,43
1732,Cobb Inc,India,Alabama,East Philipmouth,Finance,Active,TAX667875,matthew75@burnett.biz,516-738-2511x7230,2021-08-07,2021-09-09,28
1733,"Martin, Wells and Rosario",United States,Missouri,Lake John,Finance,Active,TAX678490,stephensrebecca@hardin.com,+1-686-611-2580,2022-02-18,2023-01-10,5
1734,"Hobbs, Brown and Jarvis",India,Utah,Livingstonberg,Semiconductors,Prospect,TAX692232,garciasean@sullivan.com,+1-376-363-5215x26737,2021-04-02,2022-01-15,62
1735,Hayes Inc,India,Montana,Foxchester,Finance,Active,TAX423595,robert41@kennedy-young.org,968-895-3742x5257,2021-01-18,2021-07-19,37
1736,"Aguilar, Hudson and Neal",Canada,Virginia,Shepherdbury,Manufacturing,Active,TAX429748,christopher60@hardy.com,+1-870-514-0950x71519,2023-03-12,2023-09-10,17
1737,Walker Ltd,Germany,Maryland,Bartlettberg,Semiconductors,Inactive,TAX527070,jennifer61@davis.com,+1-333-784-1629x06288,2023-10-29,2023-12-19,65
1738,"Dominguez, Ortiz and Brown",Japan,Illinois,New Amandastad,Software,Active,TAX715698,fowlerjason@hill.com,(635)668-0877x93472,2023-02-22,2023-10-24,76
1739,Padilla Group,Japan,Missouri,North Lauren,Semiconductors,Inactive,TAX269054,pmcgee@williamson.info,429-732-6834x8709,2021-11-07,2022-10-22,60
1740,Fisher and Sons,India,Oklahoma,New Larryview,Retail,Active,TAX853362,nicholaskim@walker.com,612.687.6634x04197,2022-04-20,2022-08-08,19
1741,Coleman-Espinoza,Germany,Wyoming,West Richard,Software,Prospect,TAX641380,vblack@gutierrez.com,251.771.3528x4547,2024-05-31,2024-12-31,67
1742,Garrett LLC,Canada,New Hampshire,Feliciahaven,Finance,Inactive,TAX923501,washingtonrobert@stevens.com,727-660-7833,2021-09-26,2022-03-18,38
1743,"Thompson, Lowery and Harrington",India,Kentucky,Davidside,Healthcare,Active,TAX847385,hughesalexis@hobbs.com,376-354-6141,2024-10-30,2024-12-31,31
1744,Valdez LLC,India,Utah,Linshire,Manufacturing,Prospect,TAX178641,sotomaria@weiss.net,348-701-2771x277,2021-11-09,2022-08-26,64
1745,Holland-Cowan,India,Illinois,Port Brittanymouth,Semiconductors,Active,TAX903541,joseph94@barr.com,3898229064,2022-09-26,2023-07-03,12
1746,Peters-Phillips,United States,Georgia,South Robert,Healthcare,Inactive,TAX277961,david65@chavez.com,286.756.2600,2022-08-29,2022-11-19,9
1747,"Stephens, Caldwell and Wilson",India,North Dakota,North Hollytown,Finance,Inactive,TAX193563,cookjames@hernandez.info,+1-422-403-0710x8169,2021-05-26,2021-08-25,59
1748,Marks PLC,India,New Jersey,Duffyfurt,Healthcare,Inactive,TAX900216,danieladams@york-terry.org,+1-607-402-7292,2023-06-25,2024-05-22,18
1749,"Hansen, Robinson and Medina",Canada,Kansas,Brandyfurt,Manufacturing,Inactive,TAX141515,anitawise@wilkins.org,959-410-9233x55885,2023-01-15,2023-06-10,52
1750,"Banks, Baker and Pena",United States,Tennessee,South Christophertown,Manufacturing,Prospect,TAX235249,manuel87@clark-wolfe.com,001-361-849-9094,2023-06-22,2023-12-26,66
1751,Knight-Burton,Japan,Hawaii,East Stevenhaven,Finance,Inactive,TAX187546,hillmelissa@miller.com,228.445.8487x4940,2024-10-29,2024-12-31,65
1752,White-Pruitt,United States,North Dakota,Reedside,Retail,Active,TAX750760,whitneytrevor@archer.net,+1-405-470-1974x3575,2024-08-11,2024-09-09,32
1753,Cooper-Fuentes,United States,Vermont,Morganchester,Manufacturing,Active,TAX262070,parkamy@meyers-daniel.com,458-612-3624,2021-08-04,2021-12-30,49
1754,"Brewer, Sutton and Glover",India,Utah,North Derekstad,Healthcare,Active,TAX333886,armstrongbill@west.biz,9956772487,2023-03-07,2023-10-29,12
1755,Hughes-Cisneros,India,Arkansas,West Scott,Healthcare,Prospect,TAX661109,duffycody@brown.com,274-718-0420x223,2023-08-11,2023-10-05,11
1756,"Woods, Cooper and Wright",India,Wyoming,Haneyburgh,Semiconductors,Inactive,TAX905533,cgray@luna-reed.com,468.856.8506x64878,2023-06-07,2023-09-17,52
1757,Golden-Dixon,India,Delaware,North Brett,Finance,Inactive,TAX733727,matthewgreen@baker.info,+1-385-629-4844x704,2023-09-23,2024-01-09,61
1758,Johnson-Estrada,India,Missouri,Port James,Healthcare,Active,TAX671559,simmonsregina@rodriguez.biz,+1-313-587-5955x9422,2021-11-15,2022-07-13,19
1759,Wilkerson Ltd,United States,Georgia,Charlesmouth,Finance,Prospect,TAX132844,fhiggins@smith.info,001-774-436-0489x098,2024-05-16,2024-11-26,8
1760,Garcia-Green,Canada,Utah,Berryview,Finance,Inactive,TAX596405,mking@costa.info,(888)693-8616x1877,2022-03-14,2022-04-10,28
1761,"Stewart, Craig and Fernandez",Japan,Illinois,Port Christinemouth,Retail,Inactive,TAX382956,jessicastein@hood-fitzgerald.com,731-726-0557x40284,2022-06-01,2023-04-22,23
1762,"Farmer, Dunlap and Henderson",India,Massachusetts,Annetteville,Semiconductors,Inactive,TAX524745,robertdavis@crawford.info,518.635.9412,2021-06-17,2021-11-16,58
1763,Aguilar-Thompson,Japan,Idaho,Heatherton,Manufacturing,Active,TAX802173,keithflores@jones-garcia.biz,(874)535-1492,2022-06-16,2022-09-18,7
1764,Simpson Inc,India,Georgia,North Steven,Healthcare,Inactive,TAX889762,andersonjulia@rivers.info,(734)843-3460x2633,2022-09-01,2022-11-24,26
1765,Jones-Powell,India,Idaho,Johnsonburgh,Healthcare,Inactive,TAX598597,edward51@gregory-frye.com,(717)423-6850x448,2024-01-02,2024-12-19,21
1766,Williams-Stephenson,Canada,Georgia,West Justin,Healthcare,Inactive,TAX826559,khernandez@johnson-flores.com,606.711.3900,2024-03-14,2024-09-29,2
1767,"Schmidt, Munoz and Kennedy",United States,South Dakota,East Joseph,Manufacturing,Active,TAX181588,xjohnson@hart-orr.com,355.456.3859,2024-09-29,2024-12-31,79
1768,"Green, Clark and Elliott",India,New Hampshire,Alyssafurt,Retail,Prospect,TAX878920,williamsmichael@freeman-haley.com,707.292.6609x40447,2022-10-11,2022-10-18,20
1769,Gibson LLC,Japan,Alabama,Robertfurt,Software,Inactive,TAX431777,kimberly89@schultz.com,+1-469-272-2324,2021-08-21,2022-08-01,53
1770,Allen-Brown,India,Kansas,New Danielton,Retail,Active,TAX572445,ephelps@stevenson.biz,001-435-591-1420x28612,2021-09-15,2022-08-05,58
1771,Spencer Ltd,United States,Wisconsin,West Aaronberg,Manufacturing,Active,TAX138258,sarah42@green.com,(243)302-3200,2022-03-24,2022-06-28,54
1772,Anderson PLC,United States,Rhode Island,New Donna,Software,Prospect,TAX495896,josephyoung@davidson.org,935-832-9561,2022-03-19,2022-09-13,27
1773,Chapman Ltd,Canada,Vermont,Rickyfort,Retail,Prospect,TAX115069,xmitchell@molina.info,295.236.1408x307,2023-01-29,2023-08-03,3
1774,Sanchez-Spears,India,Missouri,East Toddborough,Finance,Prospect,TAX958837,griffithmatthew@franco-martin.com,936.529.2459x8977,2021-09-13,2022-09-06,64
1775,"Barber, White and Turner",United States,North Carolina,North Joshua,Healthcare,Inactive,TAX530321,brookemartin@shah.com,213.685.2235x90627,2022-12-22,2023-06-20,70
1776,Rich Ltd,United States,Connecticut,Kevinburgh,Finance,Active,TAX284354,matthew22@archer.info,+1-508-993-9350x46293,2023-07-29,2024-03-04,48
1777,Rodriguez-Leblanc,India,Michigan,East Jennifer,Manufacturing,Active,TAX669128,lromero@french-miller.org,7537094587,2023-06-12,2023-12-24,37
1778,Hicks and Sons,Japan,Minnesota,Andersonburgh,Retail,Prospect,TAX558745,alexisolson@fisher.org,584-767-4752x9148,2024-07-22,2024-12-14,80
1779,"James, Cox and Hawkins",Canada,Wyoming,Duncanberg,Semiconductors,Active,TAX945089,qrichard@francis.com,+1-854-911-0556x24126,2021-08-01,2021-09-15,3
1780,Kemp-Romero,United States,Tennessee,Stephaniemouth,Healthcare,Active,TAX620518,cturner@gonzalez.com,553-620-6543x2614,2024-07-01,2024-12-31,13
1781,Dominguez and Sons,United States,New Mexico,West Edwardview,Manufacturing,Prospect,TAX945016,laurawilliams@rogers.net,409.853.1225,2021-03-08,2022-02-12,38
1782,Willis-Campbell,Japan,Oklahoma,Brownmouth,Software,Active,TAX914617,kroberts@gutierrez.info,+1-707-881-0101x24480,2023-07-21,2024-04-28,49
1783,"Bowman, Dunlap and Garcia",India,West Virginia,Parkershire,Healthcare,Active,TAX467645,johnsonjonathan@serrano.com,223.814.9204x993,2023-08-09,2024-03-07,51
1784,Brown-Baker,India,Florida,North Stephenview,Finance,Active,TAX632216,charlesowen@floyd-robinson.com,001-388-678-5066x0675,2022-08-04,2022-12-19,34
1785,Baker and Sons,India,Minnesota,West Richardshire,Healthcare,Prospect,TAX353288,david27@williams-moore.com,001-638-561-1511x16271,2021-01-09,2021-08-09,5
1786,Jensen-Baker,India,Arizona,Garciachester,Software,Inactive,TAX981610,alex47@valentine.com,907-437-1220,2023-11-29,2024-10-01,41
1787,Gross-Gardner,India,Maryland,Lisaburgh,Manufacturing,Inactive,TAX353578,sara88@ball-johnson.org,(392)353-3601x09993,2024-02-13,2024-08-31,25
1788,"Hood, Barton and Johnson",United States,Rhode Island,East Marymouth,Healthcare,Active,TAX940257,mcknightbrenda@haynes.net,741.259.4925x434,2024-03-29,2024-11-03,17
1789,Sullivan LLC,Canada,Tennessee,South John,Healthcare,Prospect,TAX282155,zgarrett@shannon-dunn.com,5512292724,2023-04-06,2023-09-15,67
1790,"Simmons, Ruiz and Williamson",India,Iowa,Gibsonhaven,Software,Active,TAX844515,smithaaron@macdonald.org,451.233.1579,2021-09-16,2022-06-01,16
1791,"White, Wright and Reynolds",United States,Colorado,Daytown,Healthcare,Prospect,TAX372871,griffintheresa@lawrence.com,+1-226-560-8696x11084,2024-02-07,2024-04-28,42
1792,"Johnson, Bradley and Barrett",India,Texas,Myersfort,Semiconductors,Active,TAX558669,katherinesmith@butler.org,+1-250-266-6760x550,2021-01-24,2021-12-11,76
1793,Decker-Williams,India,Rhode Island,New Jefferychester,Manufacturing,Prospect,TAX670081,michaelholt@gill.com,(244)719-9412x43616,2021-06-11,2022-03-30,49
1794,Lyons PLC,India,South Dakota,South Raymondshire,Retail,Active,TAX575745,farmerwilliam@villanueva.com,(378)949-0321x77491,2024-07-23,2024-12-31,46
1795,Gonzales-Watson,India,Vermont,West Jacobfort,Retail,Active,TAX411345,darlene31@cardenas-gomez.com,(595)208-3860,2022-02-01,2022-11-02,32
1796,Coleman LLC,Germany,Oklahoma,Ramosstad,Healthcare,Inactive,TAX791281,xkennedy@ingram.com,934-274-3927x08120,2021-04-16,2021-09-03,11
1797,"Johnson, Vasquez and Davis",Canada,Alabama,North Johnberg,Retail,Active,TAX769396,shawmelanie@knox-hess.biz,7993097578,2024-04-01,2024-05-23,15
1798,Ross-Hart,United States,New York,Greenview,Manufacturing,Active,TAX212278,campbellkristen@garner-mccarthy.biz,001-716-622-2772x610,2021-10-18,2022-03-11,34
1799,"Moody, Potts and Jackson",Japan,Missouri,Lake Melindahaven,Semiconductors,Active,TAX618253,melissa65@rivera.net,001-556-588-6499,2023-01-11,2023-04-27,51
1800,"Richards, Krause and Bell",India,Rhode Island,New Bradbury,Semiconductors,Inactive,TAX177149,angela61@torres.com,+1-673-960-9085x75379,2023-09-24,2024-08-09,10
1801,Molina-Garcia,India,Virginia,Lake Jonathan,Healthcare,Inactive,TAX428817,smithjustin@martin.com,(834)961-5121,2024-07-21,2024-12-31,21
1802,Moss-Hoover,India,Rhode Island,Williamstown,Semiconductors,Active,TAX791710,bdougherty@wagner-howell.net,+1-224-625-6582x93854,2024-03-07,2024-12-31,78
1803,"Phillips, Rogers and Norris",Japan,Oregon,Leeborough,Semiconductors,Inactive,TAX463629,nicholas69@mills.com,+1-386-702-9653x283,2023-09-19,2024-07-29,77
1804,"Walls, Johnson and Smith",United States,Rhode Island,New Bradport,Software,Prospect,TAX877725,bblack@howard.com,645.712.9829,2022-06-06,2022-08-07,25
1805,Molina-Romero,United States,Illinois,Castroville,Manufacturing,Active,TAX643157,debra42@johnson-lang.com,982.803.9500,2023-11-15,2024-02-01,28
1806,Griffin-Cook,Japan,Alabama,Port Manuelmouth,Semiconductors,Active,TAX130930,opope@orozco.com,(373)836-1424x7415,2022-11-02,2023-01-11,29
1807,"Walker, Gilbert and Kim",India,Virginia,Lake Joshuaburgh,Retail,Active,TAX380589,denise64@peterson.info,+1-357-873-0614x60174,2022-07-15,2023-03-18,26
1808,Johnson-Swanson,Canada,Arkansas,West Robert,Finance,Prospect,TAX678286,rebeccarhodes@pena.net,487.577.6540,2024-08-28,2024-12-31,60
1809,Mcmillan-Ruiz,Germany,Delaware,Melvinborough,Healthcare,Inactive,TAX637559,anelson@schmidt.biz,(765)629-3675x627,2023-03-31,2023-07-07,33
1810,Craig-Green,India,Iowa,Breannahaven,Retail,Prospect,TAX394736,cassidyward@murphy-ross.com,+1-722-509-4705x4476,2023-03-16,2023-05-07,75
1811,"Stanley, Wang and Dickerson",Germany,Alabama,New Jessicamouth,Manufacturing,Inactive,TAX273699,mbarton@davenport.com,588.652.8715,2022-02-26,2022-11-02,56
1812,"Compton, Osborne and Walker",Japan,Florida,Roachbury,Healthcare,Prospect,TAX883369,lance24@moore.net,001-504-668-8698x90876,2022-07-11,2022-12-21,80
1813,"Thompson, Martin and Gonzales",India,New Jersey,North Michaelside,Healthcare,Inactive,TAX309422,ylee@miller.biz,(917)536-7138,2024-03-07,2024-09-03,48
1814,Carter Ltd,Japan,South Dakota,North Ashley,Semiconductors,Inactive,TAX275373,sandersrobert@martinez.biz,+1-688-996-7621x822,2021-03-11,2021-11-27,33
1815,"Beltran, Soto and Martinez",United States,New York,Pearsonside,Finance,Prospect,TAX966843,rgonzales@garcia-wilkinson.com,+1-548-795-7925x7852,2024-08-14,2024-12-31,46
1816,Harper Inc,India,Alaska,West Katherine,Semiconductors,Active,TAX948340,kimberlyallen@adams-forbes.info,001-911-355-8221x81951,2022-10-23,2023-05-30,24
1817,"Faulkner, Hayes and Johnson",India,New Jersey,Delgadoborough,Semiconductors,Active,TAX788866,clarklaura@winters-evans.com,+1-533-764-2550,2023-02-01,2023-08-10,19
1818,Sanchez Ltd,Germany,West Virginia,Port Jessica,Semiconductors,Active,TAX434064,garciamatthew@wolfe-hayes.org,249-599-5977,2024-11-10,2024-11-15,43
1819,Warner Group,India,Alabama,Royberg,Manufacturing,Inactive,TAX343949,andrea20@nolan.com,556-836-7988x3686,2024-02-25,2024-03-29,50
1820,"Christian, Evans and Caldwell",India,Washington,Rachaelhaven,Software,Prospect,TAX328026,johnsonrichard@walton.info,001-439-320-6042x94299,2021-07-30,2022-05-13,36
1821,Mendez and Sons,Germany,Louisiana,Bakerborough,Retail,Active,TAX701828,brendan97@yoder.com,272.311.2038x29983,2024-08-16,2024-12-31,56
1822,Oneal-Norman,India,Wyoming,Christyport,Finance,Active,TAX306698,fjoyce@hansen-walton.biz,303.604.0054x68013,2021-04-12,2021-12-20,64
1823,Hardin Group,India,Alabama,Tristanborough,Finance,Inactive,TAX225052,curtiskhan@kent.com,001-359-892-9179,2021-09-12,2022-05-01,22
1824,"Lloyd, Williams and Lin",United States,Kansas,Carterfort,Manufacturing,Inactive,TAX347906,sstewart@anderson.org,783-560-9016x8011,2024-03-26,2024-04-05,37
1825,"Butler, Hanson and Carter",India,Rhode Island,Michaelborough,Manufacturing,Active,TAX584202,patricia73@brown.biz,4157353053,2022-08-06,2022-10-12,52
1826,Mcgee-Ho,India,Utah,Port Laurenfort,Manufacturing,Prospect,TAX141020,bakerjoshua@rivera.biz,001-332-540-5741,2022-11-22,2023-10-18,3
1827,Gonzalez-Garcia,India,Alabama,New Dawn,Semiconductors,Inactive,TAX858386,steelelisa@jimenez-mcdaniel.org,+1-452-218-5868x04394,2022-09-09,2023-01-27,41
1828,Barajas PLC,Germany,Utah,West Kim,Healthcare,Active,TAX683480,timothy39@fuentes.com,877.631.2058,2022-10-04,2023-06-13,79
1829,"Kelly, Holt and Bryant",India,North Dakota,Valentineland,Finance,Prospect,TAX576663,jonathanjohnson@bailey.com,701-681-3617x00048,2023-10-08,2024-08-31,16
1830,"Sandoval, Cummings and Wise",Japan,West Virginia,Lake James,Manufacturing,Active,TAX130710,william10@aguilar.com,696.325.5614,2022-04-04,2022-04-28,2
1831,Alvarado Ltd,India,Wisconsin,Brownton,Finance,Prospect,TAX859434,donnamartinez@chapman.info,(811)314-8324x09652,2023-06-12,2023-10-05,22
1832,Martinez Group,India,Virginia,Zacharyton,Retail,Inactive,TAX955792,jonesfred@robinson.com,567-496-5567,2024-01-06,2024-01-08,7
1833,Kelley Ltd,India,Illinois,Wagnerville,Semiconductors,Active,TAX150335,john46@thompson.com,001-274-690-5389x0595,2022-09-16,2022-10-24,34
1834,Warren Inc,India,Nevada,South Elijah,Manufacturing,Inactive,TAX383023,fvasquez@graves.com,741.705.9157x981,2024-12-01,2024-12-31,18
1835,Davis-Collins,United States,Minnesota,Garychester,Semiconductors,Active,TAX434844,john52@davis.com,+1-242-448-7298,2021-10-31,2022-08-26,53
1836,Vance PLC,United States,California,Zhangfurt,Retail,Active,TAX647108,kimberly34@johnson.com,281.431.4562x5303,2023-12-17,2024-04-18,74
1837,Horn-Robinson,United States,Alabama,North Jasonport,Healthcare,Inactive,TAX437548,tturner@miller.info,+1-878-205-5922x7702,2023-09-16,2024-01-09,12
1838,"Torres, Owens and Dean",India,Tennessee,Salazarhaven,Finance,Prospect,TAX186816,wdominguez@powers-graham.com,813-950-7649,2022-12-24,2023-10-05,32
1839,Haynes Ltd,United States,Montana,East Annette,Retail,Active,TAX828723,doughertyscott@gilbert.info,705-522-0112x70422,2021-06-09,2021-07-17,64
1840,Banks and Sons,India,Indiana,Port Kevinborough,Semiconductors,Prospect,TAX326634,sullivantiffany@reynolds.org,+1-774-346-9707x11989,2023-08-17,2024-03-01,25
1841,Wilson Group,United States,Ohio,Andersonshire,Finance,Active,TAX953536,mcintyretroy@holland-boyle.net,(602)864-2362x4588,2024-04-24,2024-12-31,66
1842,"Carpenter, Clark and Jones",Japan,Louisiana,Hollandfort,Finance,Prospect,TAX576076,michelle80@lucas-stevens.com,978-644-4002,2024-09-04,2024-11-21,65
1843,"Guzman, Jackson and Parker",India,Iowa,Lawsonborough,Software,Active,TAX481308,dprice@collins-campos.info,918-981-6182,2023-03-01,2023-10-18,80
1844,"Robinson, Colon and Ford",United States,Pennsylvania,Kimhaven,Healthcare,Active,TAX171973,nicholas27@holt.com,+1-788-715-6754x1354,2022-07-24,2023-02-25,22
1845,"Kim, Bryant and Roman",United States,Washington,Burketon,Manufacturing,Prospect,TAX207022,pbarry@wall.com,430-301-7314x12725,2021-10-29,2022-06-22,14
1846,"White, Sims and Howard",Germany,New Hampshire,West Brian,Software,Active,TAX583232,matthew25@jimenez.net,(465)426-4243x742,2022-01-19,2022-06-04,4
1847,Lopez Inc,United States,Louisiana,North Robertshire,Manufacturing,Inactive,TAX469053,kwilliams@peterson-klein.com,001-248-276-0967x3725,2022-06-28,2022-08-27,71
1848,"Allen, Martin and Wilson",India,Oregon,Peterborough,Healthcare,Active,TAX257936,brianoconnor@chandler-williams.org,(615)388-4452x3649,2023-03-24,2023-12-06,56
1849,Whitehead Inc,United States,Arizona,North Amanda,Semiconductors,Inactive,TAX385830,vvasquez@evans.com,821.951.7519,2023-01-28,2023-03-19,7
1850,"Sparks, Zamora and Russell",United States,Michigan,Gomezland,Retail,Inactive,TAX303352,erika34@white.com,731-507-7222x8749,2022-08-26,2022-11-30,52
1851,"Ross, Randolph and Martin",India,Washington,Johnsonfort,Finance,Prospect,TAX736955,srollins@ruiz.com,580.711.1305x29238,2023-10-08,2024-06-29,56
1852,Hernandez Group,India,New York,Bradleyport,Semiconductors,Prospect,TAX361036,sandersjohn@baker.org,(684)460-4126x1655,2021-08-16,2021-12-06,15
1853,Richards-Gonzalez,India,Pennsylvania,Brownville,Semiconductors,Prospect,TAX379108,ellen16@calderon.biz,202-696-5441,2022-05-04,2022-06-06,69
1854,Burns Inc,India,Hawaii,Elliston,Software,Prospect,TAX833491,alex56@young.com,001-246-845-6048x51199,2023-04-09,2023-10-26,51
1855,Mullins-Dennis,India,Idaho,Lake Richard,Retail,Prospect,TAX381298,hodgeschase@romero-wilson.com,+1-427-729-1694x222,2023-10-12,2024-01-25,22
1856,Payne Inc,Germany,Oklahoma,Riverafort,Finance,Prospect,TAX401982,zmiller@frazier-martin.com,(688)236-6079x833,2024-12-16,2024-12-31,37
1857,"Harris, Cervantes and Lee",Germany,North Carolina,South Melissa,Semiconductors,Active,TAX627685,bellcynthia@christian.net,(268)208-0795x6530,2024-12-05,2024-12-31,62
1858,Cain Group,Germany,Mississippi,New Jameschester,Retail,Active,TAX278501,campbellmorgan@moore.info,942-513-7472,2022-10-08,2023-09-21,9
1859,"Thompson, Thomas and Russell",India,Washington,Morganmouth,Finance,Inactive,TAX248723,eric62@sanchez.biz,001-398-832-4072x8195,2021-01-27,2022-01-03,61
1860,Ortega Inc,United States,Pennsylvania,New Amandaton,Semiconductors,Active,TAX376648,andrew33@cummings-kim.com,001-945-422-7594x26732,2021-06-07,2021-09-02,2
1861,Huang Inc,United States,Massachusetts,Johnmouth,Healthcare,Prospect,TAX101055,watersphilip@lopez.info,651-716-5160x862,2023-09-28,2024-02-01,61
1862,Walker PLC,India,Nevada,Litown,Semiconductors,Prospect,TAX813080,maria52@andrews.info,518-313-2072,2022-08-19,2022-12-13,68
1863,"Mckinney, Medina and Mcpherson",United States,Michigan,Michellechester,Software,Active,TAX204849,ryanneal@peterson.biz,965.859.9919x669,2022-09-16,2023-03-06,58
